date - Annee,date - Trimestre,date - Mois,date - Jour,away_score,away_team,city,comp_sorted,competition.1,competition.2,country,full_score,home_score,home_team,neutral,score_difference,stadium,total_score,winner,world_cup
1994,Trim 1,mars,19,8,Wales,London,Five Nations Championship,1994,Five Nations Championship,England,15 - 8,15,England,0,7,Twickenham,23,England,0
1994,Trim 1,mars,19,20,France,Edinburgh,Five Nations Championship,1994,Five Nations Championship,Scotland,12 - 20,12,Scotland,0,-8,Murrayfield,32,France,0
1994,Trim 2,juin,4,15,Scotland,Buenos Aires,Scotland tour,1994,Scotland tour of Argentina,Argentina,16 - 15,16,Argentina,0,1,Estadio Ricardo Etcheverry,31,Argentina,0
1994,Trim 2,juin,4,32,England,Pretoria,England tour,1994,England rugby union tour of South Africa,South Africa,15 - 32,15,South Africa,0,-17,Loftus Versfeld,47,England,0
1994,Trim 2,juin,5,13,Ireland,Brisbane,Ireland tour,1994,Ireland tour of Australia,Australia,33 - 13,33,Australia,0,20,Ballymore Stadium,46,Australia,0
1994,Trim 2,juin,11,9,England,Cape Town,England tour,1994,England rugby union tour of South Africa,South Africa,27 - 9,27,South Africa,0,18,Newlands,36,South Africa,0
1994,Trim 2,juin,11,17,Scotland,Buenos Aires,Scotland tour,1994,Scotland tour of Argentina,Argentina,19 - 17,19,Argentina,0,2,Estadio Ricardo Etcheverry,36,Argentina,0
1994,Trim 2,juin,11,18,Ireland,Sydney,Ireland tour,1994,Ireland tour of Australia,Australia,32 - 18,32,Australia,0,14,Sydney Cricket Ground,50,Australia,0
1994,Trim 2,juin,18,20,Italy,Brisbane,Italy tour,1994,Italy tour of Australia,Australia,23 - 20,23,Australia,0,3,Ballymore Stadium,43,Australia,0
1994,Trim 2,juin,25,7,Italy,Melbourne,Italy tour,1994,Italy tour of Australia,Australia,20 - 7,20,Australia,0,13,Olympic Park Stadium,27,Australia,0
1994,Trim 2,juin,26,22,France,Christchurch,France tour,1994,French tour,New Zealand,8 - 22,8,New Zealand,0,-14,Lancaster Park,30,France,0
1994,Trim 3,juillet,3,23,France,Auckland,France tour,1994,French tour,New Zealand,20 - 23,20,New Zealand,0,-3,Eden Park,43,France,0
1994,Trim 3,juillet,9,14,South Africa,Dunedin,South Africa tour,1994,South Africa tour,New Zealand,22 - 14,22,New Zealand,0,8,Carisbrook,36,New Zealand,0
1994,Trim 3,juillet,23,9,South Africa,Wellington,South Africa tour,1994,South Africa tour,New Zealand,13 - 9,13,New Zealand,0,4,Athletic Park,22,New Zealand,0
1994,Trim 3,aout,6,18,South Africa,Auckland,South Africa tour,1994,South Africa tour,New Zealand,18 - 18,18,New Zealand,0,0,Eden Park,36,Draw,0
1994,Trim 3,aout,17,16,New Zealand,Sydney,New Zealand tour,1994,New Zealand tour of Australia,Australia,20 - 16,20,Australia,0,4,Sydney Football Stadium,36,Australia,0
1994,Trim 4,octobre,8,22,Argentina,Port Elizabeth,Argentina tour,1994,Argentina tour of South Africa,South Africa,42 - 22,42,South Africa,0,20,Boet Erasmus Stadium,64,South Africa,0
1994,Trim 4,octobre,12,19,Italy,Cardiff,,,,Wales,29 - 19,29,Wales,0,10,National Stadium,48,Wales,0
1994,Trim 4,octobre,15,26,Argentina,Johannesburg,Argentina tour,1994,Argentina tour of South Africa,South Africa,46 - 26,46,South Africa,0,20,Ellis Park Stadium,72,South Africa,0
1994,Trim 4,novembre,19,34,South Africa,Edinburgh,South Africa tour,1994,South Africa rugby union tour of Britain and Ireland,Scotland,10 - 34,10,Scotland,0,-24,Murrayfield,44,South Africa,0
1994,Trim 4,novembre,26,20,South Africa,Cardiff,South Africa tour,1994,South Africa tour of Great Britain and Ireland,Wales,12 - 20,12,Wales,0,-8,National Stadium,32,South Africa,0
1995,Trim 1,janvier,21,9,Wales,Paris,Five Nations Championship,1995,Five Nations Championship,France,21 - 9,21,France,0,12,Parc des Princes,30,France,0
1995,Trim 1,janvier,21,20,England,Dublin,Five Nations Championship,1995,Five Nations Championship,Ireland,8 - 20,8,Ireland,0,-12,Lansdowne Road,28,England,0
1995,Trim 1,fevrier,4,10,France,London,Five Nations Championship,1995,Five Nations Championship,England,31 - 10,31,England,0,21,Twickenham,41,England,0
1995,Trim 1,fevrier,4,13,Ireland,Edinburgh,Five Nations Championship,1995,Five Nations Championship,Scotland,26 - 13,26,Scotland,0,13,Murrayfield Stadium,39,Scotland,0
1995,Trim 1,fevrier,18,23,England,Cardiff,Five Nations Championship,1995,Five Nations Championship,Wales,9 - 23,9,Wales,0,-14,Cardiff Arms Park,32,England,0
1995,Trim 1,fevrier,18,23,Scotland,Paris,Five Nations Championship,1995,Five Nations Championship,France,21 - 23,21,France,0,-2,Parc des Princes,44,Scotland,0
1995,Trim 1,mars,4,13,Wales,Edinburgh,Five Nations Championship,1995,Five Nations Championship,Scotland,26 - 13,26,Scotland,0,13,Murrayfield Stadium,39,Scotland,0
1995,Trim 1,mars,4,25,France,Dublin,Five Nations Championship,1995,Five Nations Championship,Ireland,7 - 25,7,Ireland,0,-18,Lansdowne Road,32,France,0
1995,Trim 1,mars,18,12,Scotland,London,Five Nations Championship,1995,Five Nations Championship,England,24 - 12,24,England,0,12,Twickenham Stadium,36,England,0
1995,Trim 1,mars,18,16,Ireland,Cardiff,Five Nations Championship,1995,Five Nations Championship,Wales,12 - 16,12,Wales,0,-4,Cardiff Arms Park,28,Ireland,0
1995,Trim 2,avril,30,7,Argentina,Brisbane,Argentina tour,1995,Argentina tour of Australia,Australia,53 - 7,53,Australia,0,46,Ballymore Stadium,60,Australia,0
1995,Trim 2,mai,6,12,Ireland,Treviso,,,,Italy,22 - 12,22,Italy,0,10,Stadio Comunale di Monigo,34,Italy,0
1995,Trim 2,mai,6,13,Argentina,Sydney,Argentina tour,1995,Argentina tour of Australia,Australia,30 - 13,30,Australia,0,17,Sydney Football Stadium,43,Australia,0
1995,Trim 2,mai,25,27,Australia,Cape Town,Rugby World Cup,1995,Rugby World Cup Pool match,South Africa,18 - 27,18,South Africa,0,-9,Newlands Stadium,45,Australia,1
1995,Trim 2,mai,27,18,Argentina,Durban,Rugby World Cup,1995,Rugby World Cup Pool match,South Africa,24 - 18,24,England,1,6,Kings Park Stadium,42,England,1
1995,Trim 2,mai,27,43,New Zealand,Johannesburg,Rugby World Cup,1995,Rugby World Cup,South Africa,19 - 43,19,Ireland,1,-24,Ellis Park,62,New Zealand,1
1995,Trim 2,mai,31,9,Wales,Johannesburg,Rugby World Cup,1995,Rugby World Cup Pool match,South Africa,34 - 9,34,New Zealand,1,25,Ellis Park,43,New Zealand,1
1995,Trim 2,mai,31,20,Italy,Durban,Rugby World Cup,1995,Rugby World Cup Pool Stage,South Africa,27 - 20,27,England,1,7,Kings Park Stadium,47,England,1
1995,Trim 2,juin,3,19,Scotland,Pretoria,Rugby World Cup,1995,Rugby World Cup,South Africa,22 - 19,22,France,1,3,Loftus Versfeld,41,France,1
1995,Trim 2,juin,4,23,Wales,Johannesburg,Rugby World Cup,1995,Rugby World Cup,South Africa,24 - 23,24,Ireland,1,1,Ellis Park Stadium,47,Ireland,1
1995,Trim 2,juin,4,31,Italy,East London,Rugby World Cup,1995,Rugby World Cup,South Africa,25 - 31,25,Argentina,1,-6,Buffalo City Stadium,56,Italy,1
1995,Trim 2,juin,10,12,Ireland,Durban,Rugby World Cup,1995,Rugby World Cup,South Africa,36 - 12,36,France,1,24,Kings Park Stadium,48,France,1
1995,Trim 2,juin,11,22,Australia,Cape Town,Rugby World Cup,1995,Rugby World Cup Quarter-final,South Africa,25 - 22,25,England,1,3,Newlands Stadium,47,England,1
1995,Trim 2,juin,11,30,Scotland,Pretoria,Rugby World Cup,1995,Rugby World Cup Quarter Final,South Africa,48 - 30,48,New Zealand,1,18,Loftus Versfeld,78,New Zealand,1
1995,Trim 2,juin,17,15,France,Durban,Rugby World Cup,1995,Rugby World Cup Semi-final,South Africa,19 - 15,19,South Africa,0,4,Kings Park,34,South Africa,1
1995,Trim 2,juin,18,29,England,Cape Town,Rugby World Cup,1995,Rugby World Cup Semi-final,South Africa,45 - 29,45,New Zealand,1,16,Newlands,74,New Zealand,1
1995,Trim 2,juin,22,19,France,Pretoria,Rugby World Cup,1995,Rugby World Cup third-place play-off,South Africa,9 - 19,9,England,1,-10,Loftus Versfeld,28,France,1
1995,Trim 2,juin,24,12,New Zealand,Johannesburg,Rugby World Cup,1995,Rugby World Cup Final,South Africa,15 - 12,15,South Africa,0,3,Ellis Park,27,South Africa,1
1995,Trim 3,juillet,22,16,Australia,Auckland,Australia tour,1995,Australia tour of New Zealand,New Zealand,28 - 16,28,New Zealand,0,12,Eden Park,44,New Zealand,0
1995,Trim 3,juillet,29,34,New Zealand,Sydney,New Zealand tour,1995,New Zealand tour of Australia,Australia,23 - 34,23,Australia,0,-11,Sydney Football Stadium,57,New Zealand,0
1995,Trim 3,septembre,2,11,Wales,Johannesburg,Wales tour,,tour of South Africa,South Africa,40 - 11,40,South Africa,0,29,Ellis Park,51,South Africa,0
1995,Trim 4,octobre,14,22,Italy,Buenos Aires,Coupe Latine de Rugby,1st,Coupe Latine de Rugby,Argentina,34 - 22,34,France,1,12,Ferrocaril Oeste,56,France,0
1995,Trim 4,octobre,17,6,Italy,Tucumen,,,,Argentina,26 - 6,26,Argentina,0,20,Monumental Jose Fierro,32,Argentina,0
1995,Trim 4,octobre,21,47,France,Buenos Aires,Latin Cup,1995,Latin Cup,Argentina,12 - 47,12,Argentina,0,-35,Estadio Etcheverry,59,France,0
1995,Trim 4,octobre,28,70,New Zealand,Bologna,New Zealand tour,1995,New Zealand rugby union tour of Italy and France,Italy,6 - 70,6,Italy,0,-64,Stadio Renato Dall'Ara,76,New Zealand,0
1995,Trim 4,novembre,11,15,New Zealand,Toulouse,New Zealand tour,1995,New Zealand tour,France,22 - 15,22,France,0,7,Stadium Municipal,37,France,0
1995,Trim 4,novembre,12,40,South Africa,Rome,,,,Italy,21 - 40,21,Italy,0,-19,Stadio Olimpico,61,South Africa,0
1995,Trim 4,novembre,18,24,South Africa,London,,,,England,14 - 24,14,England,0,-10,Twickenham,38,South Africa,0
1995,Trim 4,novembre,18,37,New Zealand,Paris,New Zealand tour,1995,New Zealand tour,France,12 - 37,12,France,0,-25,Parc des Princes,49,New Zealand,0
1996,Trim 1,janvier,16,26,Italy,Cardiff,,,,Wales,31 - 26,31,Wales,0,5,National Stadium,57,Wales,0
1996,Trim 1,janvier,20,12,England,Paris,Five Nations Championship,1996,Five Nations Championship,France,15 - 12,15,France,0,3,Parc des Princes,27,France,0
1996,Trim 1,janvier,20,16,Scotland,Dublin,Five Nations Championship,1996,Five Nations Championship,Ireland,10 - 16,10,Ireland,0,-6,Lansdowne Road,26,Scotland,0
1996,Trim 1,fevrier,3,14,France,Edinburgh,Five Nations Championship,1996,Five Nations Championship,Scotland,19 - 14,19,Scotland,0,5,Murrayfield,33,Scotland,0
1996,Trim 1,fevrier,3,15,Wales,London,Five Nations Championship,1996,Five Nations Championship,England,21 - 15,21,England,0,6,Twickenham,36,England,0
1996,Trim 1,fevrier,17,10,Ireland,Paris,Five Nations Championship,1996,Five Nations Championship,France,45 - 10,45,France,0,35,Parc des Princes,55,France,0
1996,Trim 1,fevrier,17,16,Scotland,Cardiff,Five Nations Championship,1996,Five Nations Championship,Wales,14 - 16,14,Wales,0,-2,National Stadium,30,Scotland,0
1996,Trim 1,mars,2,17,Wales,Dublin,Five Nations Championship,1996,Five Nations Championship,Ireland,30 - 17,30,Ireland,0,13,Lansdowne Road,47,Ireland,0
1996,Trim 1,mars,2,18,England,Edinburgh,Five Nations Championship,1996,Five Nations Championship,Scotland,9 - 18,9,Scotland,0,-9,Murrayfield Stadium,27,England,0
1996,Trim 1,mars,16,15,France,Cardiff,Five Nations Championship,1996,Five Nations Championship,Wales,16 - 15,16,Wales,0,1,National Stadium,31,Wales,0
1996,Trim 1,mars,16,15,Ireland,London,Five Nations Championship,1996,Five Nations Championship,England,28 - 15,28,England,0,13,Twickenham,43,England,0
1996,Trim 2,juin,9,25,Wales,Brisbane,Wales tour,1996,Wales tour of Australia,Australia,56 - 25,56,Australia,0,31,Ballymore Stadium,81,Australia,0
1996,Trim 2,juin,15,31,Scotland,Dunedin,Scotland tour,1996,Scotland rugby union tour of New Zealand,New Zealand,62 - 31,62,New Zealand,0,31,Carisbrook,93,New Zealand,0
1996,Trim 2,juin,22,3,Wales,Sydney,Wales tour,1996,Wales tour of Australia,Australia,42 - 3,42,Australia,0,39,Sydney Football Stadium,45,Australia,0
1996,Trim 2,juin,22,12,Scotland,Auckland,Scotland tour,1996,Scotland rugby union tour of New Zealand,New Zealand,36 - 12,36,New Zealand,0,24,Eden Park,48,New Zealand,0
1996,Trim 2,juin,22,34,France,Buenos Aires,France tour,1996,France tour of Argentina,Argentina,27 - 34,27,Argentina,0,-7,Estadio Etcheverry,61,France,0
1996,Trim 2,juin,29,34,France,Buenos Aires,France tour,1996,France tour of Argentina,Argentina,15 - 34,15,Argentina,0,-19,Estadio Etcheverry,49,France,0
1996,Trim 3,juillet,6,6,Australia,Wellington,Tri Nations Series,1996,Tri Nations Series,New Zealand,43 - 6,43,New Zealand,0,37,Athletic Park,49,New Zealand,0
1996,Trim 3,juillet,13,16,South Africa,Sydney,Tri Nations Series,1996,Tri Nations Series,Australia,21 - 16,21,Australia,0,5,Sydney Football Stadium,37,Australia,0
1996,Trim 3,juillet,20,11,South Africa,Christchurch,Tri Nations Series,1996,Tri Nations Series,New Zealand,15 - 11,15,New Zealand,0,4,Lancaster Park,26,New Zealand,0
1996,Trim 3,juillet,27,32,New Zealand,Brisbane,Tri Nations Series,1996,Tri Nations Series,Australia,25 - 32,25,Australia,0,-7,Lang Park,57,New Zealand,0
1996,Trim 3,aout,3,19,Australia,Bloemfontein,Tri Nations Series,1996,Tri Nations Series,South Africa,25 - 19,25,South Africa,0,6,Free State Stadium,44,South Africa,0
1996,Trim 3,aout,10,29,New Zealand,Cape Town,Tri Nations Series,1996,Tri Nations Series,South Africa,18 - 29,18,South Africa,0,-11,Newlands,47,New Zealand,0
1996,Trim 3,aout,17,23,New Zealand,Durban,New Zealand tour,1996,New Zealand tour,South Africa,19 - 23,19,South Africa,0,-4,Kings Park Stadium,42,New Zealand,0
1996,Trim 3,aout,24,33,New Zealand,Pretoria,New Zealand tour,1996,New Zealand tour,South Africa,26 - 33,26,South Africa,0,-7,Loftus Versfeld Stadium,59,New Zealand,0
1996,Trim 3,aout,31,22,New Zealand,Johannesburg,New Zealand tour,1996,New Zealand tour,South Africa,32 - 22,32,South Africa,0,10,Ellis Park,54,South Africa,0
1996,Trim 3,septembre,25,40,France,Cardiff,France tour,1996,France tour of Argentina and Wales,Wales,33 - 40,33,Wales,0,-7,National Stadium,73,France,0
1996,Trim 4,octobre,5,31,Wales,Rome,,,,Italy,22 - 31,22,Italy,0,-9,Stadio Olimpico,53,Wales,0
1996,Trim 4,octobre,23,40,Australia,Padua,Australia tour,1996,"Australia tour of Great Britain, Ireland and Italy",Italy,18 - 40,18,Italy,0,-22,Stadio Plebiscito,58,Australia,0
1996,Trim 4,novembre,9,29,Australia,Edinburgh,Australia tour,1996,"Australia tour of Great Britain, Ireland and Italy",Scotland,19 - 29,19,Scotland,0,-10,Murrayfield Stadium,48,Australia,0
1996,Trim 4,novembre,9,46,South Africa,Buenos Aires,South Africa tour,1996,South Africa tour of Argentina and Europe,Argentina,15 - 46,15,Argentina,0,-31,FC Oeste,61,South Africa,0
1996,Trim 4,novembre,16,44,South Africa,Buenos Aires,South Africa tour,1996,South Africa tour of Argentina and Europe,Argentina,21 - 44,21,Argentina,0,-23,FC Oeste,65,South Africa,0
1996,Trim 4,novembre,23,21,Italy,London,Save & Prosper International,,Save & Prosper International,England,54 - 21,54,England,0,33,Twickenham,75,England,0
1996,Trim 4,novembre,23,22,Australia,Dublin,Australia tour,1996,"Australia tour of Great Britain, Ireland and Italy",Ireland,12 - 22,12,Ireland,0,-10,Lansdowne Road,34,Australia,0
1996,Trim 4,novembre,30,22,South Africa,Bordeaux,South Africa tour,1996,South Africa rugby union tour of Argentina and Europe,France,12 - 22,12,France,0,-10,Parc Lescure,34,South Africa,0
1996,Trim 4,decembre,1,28,Australia,Cardiff,Australia tour,1996,"Australia tour of Great Britain, Ireland and Italy",Wales,19 - 28,19,Wales,0,-9,National Stadium,47,Australia,0
1996,Trim 4,decembre,7,13,South Africa,Paris,South Africa tour,1996,South Africa rugby union tour of Argentina and Europe,France,12 - 13,12,France,0,-1,Parc des Princes,25,South Africa,0
1996,Trim 4,decembre,14,18,Argentina,London,Argentina tour,1996,Argentina tour of England,England,20 - 18,20,England,0,2,Twickenham,38,England,0
1996,Trim 4,decembre,14,22,Italy,Edinburgh,,,,Scotland,29 - 22,29,Scotland,0,7,Murrayfield,51,Scotland,0
1996,Trim 4,decembre,15,37,South Africa,Cardiff,South Africa tour,1996,South Africa tour of Argentina and Europe,Wales,20 - 37,20,Wales,0,-17,National Stadium,57,South Africa,0
1997,Trim 1,janvier,4,37,Italy,Dublin,,,,Ireland,29 - 37,29,Ireland,0,-8,Lansdowne Road,66,Italy,0
1997,Trim 1,janvier,18,32,France,Dublin,Five Nations Championship,1997,Five Nations Championship,Ireland,15 - 32,15,Ireland,0,-17,Lansdowne Road,47,France,0
1997,Trim 1,janvier,18,34,Wales,Edinburgh,Five Nations Championship,1997,Five Nations Championship,Scotland,19 - 34,19,Scotland,0,-15,Murrayfield Stadium,53,Wales,0
1997,Trim 1,fevrier,1,13,Scotland,London,Five Nations Championship,1997,Five Nations Championship,England,41 - 13,41,England,0,28,Twickenham Stadium,54,England,0
1997,Trim 1,fevrier,1,26,Ireland,Cardiff,Five Nations Championship,1997,Five Nations Championship,Wales,25 - 26,25,Wales,0,-1,National Stadium,51,Ireland,0
1997,Trim 1,fevrier,15,22,Wales,Paris,Five Nations Championship,1997,Five Nations Championship,France,27 - 22,27,France,0,5,Parc des Princes,49,France,0
1997,Trim 1,fevrier,15,46,England,Dublin,Five Nations Championship,1997,Five Nations Championship,Ireland,6 - 46,6,Ireland,0,-40,Lansdowne Road,52,England,0
1997,Trim 1,mars,1,10,Ireland,Edinburgh,Five Nations Championship,1997,Five Nations Championship,Scotland,38 - 10,38,Scotland,0,28,Murrayfield Stadium,48,Scotland,0
1997,Trim 1,mars,1,23,France,London,Five Nations Championship,1997,Five Nations Championship,England,20 - 23,20,England,0,-3,Twickenham,43,France,0
1997,Trim 1,mars,15,20,Scotland,Paris,Five Nations Championship,1997,Five Nations Championship,France,47 - 20,47,France,0,27,Parc des Princes,67,France,0
1997,Trim 1,mars,15,34,England,Cardiff,Five Nations Championship,1997,Five Nations Championship,Wales,13 - 34,13,Wales,0,-21,Cardiff Arms Park,47,England,0
1997,Trim 1,mars,22,40,Italy,Grenoble,European Cup final,1995-97,European Cup final,France,32 - 40,32,France,0,-8,Stade Lesdiguieres,72,Italy,0
1997,Trim 2,mai,31,46,England,Buenos Aires,England tour,1997,England tour of Argentina and Australia,Argentina,20 - 46,20,Argentina,0,-26,Ferrocarril Stadium,66,England,0
1997,Trim 2,juin,7,13,England,Buenos Aires,England tour,1997,England tour of Argentina and Australia,Argentina,33 - 13,33,Argentina,0,20,Ferrocarril Stadium,46,Argentina,0
1997,Trim 2,juin,21,8,Argentina,Wellington,Argentina tour,1997,Argentina tour of New Zealand,New Zealand,93 - 8,93,New Zealand,0,85,Athletic Park,101,New Zealand,0
1997,Trim 2,juin,21,15,France,Sydney,France tour,1997,France tour of Romania and Australia,Australia,29 - 15,29,Australia,0,14,Sydney Football Stadium,44,Australia,0
1997,Trim 2,juin,28,10,Argentina,Hamilton,Argentina tour,1997,Argentina tour of New Zealand,New Zealand,62 - 10,62,New Zealand,0,52,Rugby Park,72,New Zealand,0
1997,Trim 2,juin,28,19,France,Brisbane,France tour,1997,France tour of Romania and Australia,Australia,26 - 19,26,Australia,0,7,Ballymore Stadium,45,Australia,0
1997,Trim 3,juillet,5,13,Australia,Christchurch,Bledisloe Cup,1997,Bledisloe Cup I,New Zealand,30 - 13,30,New Zealand,0,17,Lancaster Park,43,New Zealand,0
1997,Trim 3,juillet,12,6,England,Sydney,England tour,1997,England tour of Argentina and Australia,Australia,25 - 6,25,Australia,0,19,Sydney Football Stadium,31,Australia,0
1997,Trim 3,juillet,19,35,New Zealand,Johannesburg,Tri Nations Series,1997,Tri Nations Series,South Africa,32 - 35,32,South Africa,0,-3,Ellis Park,67,New Zealand,0
